age,type-of-employment,hours-worked,occupation,Degree,Years of education,Martial-status,Race,Sex,Native Country,income-80k+
57,Self-Employed,40,Craft, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,1
36,Private,61,Professionals, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,1
43,Private,40,Service, Some-college,13, Divorced, Asian-Pac-Islander, Female, United-States,0
49,Government,40,Professionals, Bachelors,16, Divorced, White, Male, United-States,0
58,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
32,Private,40,Professionals, Some-college,13, Divorced, Black, Male, United-States,0
59,Private,40,Admins, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
42,Government,40,Admins, Bachelors,16, Never-married, White, Female, United-States,0
37,Private,40,Professionals, Bachelors,16, Married-civ-spouse, Asian-Pac-Islander, Male, Iran,0
40,Private,40,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
47,Private,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
56,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
30,Private,40,Admins, HS-grad,12, Never-married, White, Female, United-States,0
42,Private,39,Professionals, HS-grad,12, Widowed, Black, Female, United-States,0
21,Private,40,Service, HS-grad,12, Never-married, White, Male, United-States,0
21,Private,40,Technical, HS-grad,12, Married-spouse-absent, White, Female, Dominican-Republic,0
47,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Female, United-States,0
22,Self-Employed,29,Farming, Some-college,13, Never-married, White, Male, United-States,0
35,Private,40,Admins, Assoc-acdm,15, Never-married, White, Female, United-States,1
41,Private,40,Service, 11th,10, Never-married, Black, Female, United-States,0
43,Government,59,Service, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
60,Private,59,Sales, Some-college,13, Married-civ-spouse, White, Male, United-States,0
73,Private,39,Sales, 7th-8th,7, Married-civ-spouse, White, Male, United-States,1
90,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Female, England,1
62,Government,39,Admins, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
28,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
45,Private,40,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,0
19,Private,40,Sales, HS-grad,12, Never-married, White, Male, United-States,0
30,Private,39,Craft, HS-grad,12, Never-married, White, Male, United-States,0
19,Private,59,Service, 12th,11, Never-married, Black, Female, United-States,0
23,Private,61,Service, Some-college,13, Never-married, Black, Male, United-States,0
22,Government,19,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
19,Private,29,Admins, HS-grad,12, Never-married, White, Female, United-States,0
45,Government,40,Admins, Assoc-acdm,15, Divorced, Asian-Pac-Islander, Male, Philippines,0
26,Government,29,Service, HS-grad,12, Never-married, Black, Female, United-States,0
42,Government,40,Service, 10th,9, Married-civ-spouse, White, Male, United-States,1
62,Self-Employed,39,Farming, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
61,Private,40,Sales, 10th,9, Married-civ-spouse, White, Male, United-States,0
34,Private,61,Sales, Bachelors,16, Divorced, Amer-Indian-Eskimo, Male, United-States,1
22,Government,59,Service, HS-grad,12, Never-married, White, Female, United-States,0
56,Private,40,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
32,Private,40,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,0
24,Private,40,Service, Some-college,13, Never-married, White, Male, United-States,0
26,Private,40,Craft, HS-grad,12, Divorced, White, Male, United-States,0
32,Private,40,Sales, HS-grad,12, Never-married, Black, Female, United-States,0
58,Private,40,Admins, Assoc-acdm,15, Divorced, White, Male, United-States,0
25,Self-Employed,39,Admins, Assoc-acdm,15, Married-civ-spouse, White, Female, United-States,1
23,Private,29,Admins, Some-college,13, Never-married, White, Female, United-States,0
23,Private,40,Technical, Some-college,13, Married-civ-spouse, White, Male, United-States,0
54,Private,40,Admins, Some-college,13, Married-civ-spouse, White, Male, United-States,0
28,Private,39,Professionals, Some-college,13, Never-married, White, Female, United-States,0
35,Private,40,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
30,Private,29,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,1
23,Private,40,Craft, 12th,11, Married-civ-spouse, White, Male, United-States,0
42,Private,59,Technical, Some-college,13, Married-civ-spouse, White, Male, United-States,1
72,Private,29,Admins, 10th,9, Widowed, White, Female, United-States,0
21,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
37,Private,40,Craft, Bachelors,16, Never-married, White, Male, United-States,0
54,Private,40,Service, HS-grad,12, Divorced, White, Female, United-States,0
58,Private,40,Admins, Masters,17, Divorced, White, Female, United-States,0
32,Private,40,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
65,Private,19,Admins, Some-college,13, Widowed, White, Female, United-States,0
22,Private,40,Technical, Bachelors,16, Married-civ-spouse, White, Male, ?,0
52,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, ?,1
65,Private,29,Sales, 10th,9, Widowed, White, Female, United-States,0
33,Self-Employed,39,Service, HS-grad,12, Never-married, White, Female, United-States,0
35,Private,61,Technical, HS-grad,12, Never-married, White, Male, United-States,0
27,Private,40,Admins, Some-college,13, Never-married, White, Female, United-States,0
34,Government,40,Service, HS-grad,12, Never-married, Black, Male, United-States,0
53,Self-Employed,61,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
23,Private,40,Craft, 10th,9, Married-civ-spouse, White, Male, Portugal,0
43,Government,40,Professionals, Doctorate,19, Separated, White, Female, United-States,1
58,Private,40,Professionals, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,0
38,Private,40,Admins, 10th,9, Separated, White, Male, United-States,0
26,Private,59,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
60,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
28,Private,59,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
33,Government,39,Admins, HS-grad,12, Never-married, White, Female, United-States,0
29,Government,40,Logistics, Some-college,13, Married-civ-spouse, White, Male, United-States,0
54,Government,59,Professionals, Doctorate,19, Never-married, White, Female, United-States,1
41,Private,39,Farming, 7th-8th,7, Married-civ-spouse, White, Male, United-States,0
63,Self-Employed,59,Professionals, Some-college,13, Divorced, White, Male, United-States,0
31,Private,29,Admins, HS-grad,12, Married-civ-spouse, White, Female, United-States,0
23,Private,29,Sales, Bachelors,16, Never-married, Black, Female, United-States,0
31,Private,40,Logistics, Some-college,13, Married-spouse-absent, Black, Male, ?,0
41,Private,40,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
51,Private,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
59,Private,40,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,1
23,Private,40,Professionals, Some-college,13, Never-married, White, Female, United-States,0
24,Self-Employed,40,Professionals, Some-college,13, Never-married, Black, Male, United-States,0
67,Self-Employed,29,Professionals, HS-grad,12, Divorced, White, Female, United-States,0
65,Private,39,Service, HS-grad,12, Widowed, White, Female, United-States,0
47,Government,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
21,Private,40,Craft, HS-grad,12, Never-married, White, Male, Guatemala,0
38,Private,40,Farming, 7th-8th,7, Married-civ-spouse, White, Male, United-States,0
55,Private,40,Professionals, Bachelors,16, Divorced, White, Female, United-States,0
39,Private,40,Professionals, Masters,17, Divorced, White, Female, United-States,0
24,Private,59,Service, HS-grad,12, Separated, White, Female, Portugal,1
24,Private,40,Security, HS-grad,12, Married-civ-spouse, Asian-Pac-Islander, Male, Thailand,0
38,Private,40,Sales, Some-college,13, Married-civ-spouse, White, Male, United-States,1
19,Private,29,Service, HS-grad,12, Never-married, White, Male, United-States,0
32,Private,59,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
63,Self-Employed,61,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,1
18,Private,39,Sales, Some-college,13, Never-married, White, Female, United-States,0
36,Private,40,Logistics, Some-college,13, Married-civ-spouse, White, Male, United-States,0
41,Private,40,Logistics, Bachelors,16, Divorced, Black, Male, United-States,0
57,Private,40,Security, Some-college,13, Never-married, White, Male, United-States,0
48,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
44,Private,40,Sales, HS-grad,12, Divorced, White, Female, United-States,0
25,Private,40,Professionals, Some-college,13, Never-married, Asian-Pac-Islander, Male, China,0
48,Private,59,Professionals, 12th,11, Married-civ-spouse, White, Male, United-States,0
20,Private,19,Sales, Some-college,13, Never-married, White, Female, United-States,0
74,Self-Employed,59,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
44,Private,40,Professionals, HS-grad,12, Never-married, White, Female, United-States,0
26,Private,40,Technical, Some-college,13, Married-civ-spouse, White, Female, United-States,0
54,Government,40,Farming, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
39,Private,40,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
38,Private,40,Admins, Some-college,13, Divorced, White, Female, United-States,0
18,Private,40,Service, 10th,9, Never-married, White, Female, United-States,0
32,Government,40,Professionals, Masters,17, Never-married, Other, Female, ?,0
24,Private,40,Service, Some-college,13, Never-married, White, Male, United-States,0
19,Self-Employed,39,Professionals, 9th,8, Never-married, White, Male, Mexico,0
28,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
28,Private,39,Service, HS-grad,12, Separated, Other, Male, United-States,0
49,Government,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
50,Private,40,Craft, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
63,Private,40,Technical, HS-grad,12, Widowed, Black, Female, Haiti,0
58,Self-Employed,59,Farming, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
68,Self-Employed,19,Service, HS-grad,12, Widowed, White, Female, United-States,0
41,Government,40,Professionals, Some-college,13, Married-civ-spouse, Black, Male, United-States,1
21,Private,40,Service, HS-grad,12, Never-married, White, Female, United-States,0
27,Private,59,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,1
24,Private,40,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
50,Private,40,Professionals, Bachelors,16, Divorced, White, Female, United-States,0
47,Private,40,Service, Some-college,13, Divorced, White, Female, United-States,0
64,Private,40,Service, HS-grad,12, Divorced, White, Male, United-States,1
54,Private,40,Service, HS-grad,12, Widowed, White, Female, United-States,0
28,Private,39,Admins, Bachelors,16, Never-married, Asian-Pac-Islander, Female, United-States,0
26,Government,40,Professionals, Masters,17, Never-married, White, Female, United-States,0
35,Government,40,Professionals, Bachelors,16, Separated, White, Male, United-States,0
48,Private,19,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
50,Private,40,Sales, Assoc-acdm,15, Married-civ-spouse, White, Female, United-States,0
39,Private,40,Admins, HS-grad,12, Divorced, White, Female, United-States,0
46,Private,40,Sales, Bachelors,16, Never-married, White, Male, United-States,1
41,Private,40,Admins, Some-college,13, Widowed, Black, Female, United-States,0
24,Private,40,Sales, 7th-8th,7, Married-civ-spouse, White, Male, United-States,0
57,Private,40,Craft, HS-grad,12, Divorced, White, Male, United-States,0
32,Private,40,Service, HS-grad,12, Never-married, White, Male, Columbia,0
41,Private,59,Professionals, Assoc-acdm,15, Married-civ-spouse, Black, Male, India,1
55,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
41,Private,61,Service, Assoc-voc,14, Divorced, White, Male, United-States,0
69,Private,40,Technical, 7th-8th,7, Divorced, Black, Female, United-States,0
22,Private,40,Service, HS-grad,12, Never-married, Black, Female, United-States,0
45,Private,40,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
33,Private,40,Admins, HS-grad,12, Never-married, Black, Male, United-States,0
57,Private,40,Sales, Some-college,13, Separated, White, Female, United-States,0
38,Self-Employed,61,Professionals, Bachelors,16, Married-civ-spouse, Asian-Pac-Islander, Male, United-States,1
40,Private,59,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
48,Self-Employed,40,Service, Some-college,13, Divorced, White, Female, United-States,0
38,Government,39,Professionals, Some-college,13, Married-spouse-absent, Black, Female, United-States,0
26,Government,61,Professionals, Bachelors,16, Never-married, White, Female, United-States,0
24,Private,40,Technical, HS-grad,12, Never-married, White, Male, United-States,0
35,Private,29,Service, HS-grad,12, Married-spouse-absent, Black, Female, United-States,0
37,Private,61,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,1
42,Private,40,Technical, HS-grad,12, Divorced, White, Male, United-States,0
37,Private,40,Admins, HS-grad,12, Married-civ-spouse, White, Female, United-States,1
37,Private,59,Professionals, HS-grad,12, Never-married, White, Female, United-States,0
28,Private,61,Professionals, Masters,17, Never-married, White, Female, ?,0
22,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
24,Private,40,Admins, 11th,10, Never-married, White, Female, Germany,0
